name,latitude,longitude,district,pedestrian_traffic_estimate,metro_passenger_flow,distance_to_metro,public_transport_stops_count,cafes_300m,cafes_1km,average_competitor_rating,population_density,median_income,office_density,average_rent_m2,available_commercial_spaces,rating
Vadman's,55.7478543,37.5326966,Moscow,221,79000,2066.7176223218858,85,17,74,,14569,92002,32,1700,7,4.4
Unknown,55.7552915,37.8445621,Moscow,657,68000,11674.955481217692,85,0,22,,9568,125550,42,2000,10,3.7
Unknown,55.7108974,37.3784374,Moscow,1172,79000,12248.198063809165,85,0,5,,6404,96025,35,3500,8,4.4
Даблби,55.701554,37.7644461,Moscow,367,62000,8628.014130293823,85,10,16,,13544,126106,35,2300,6,4.4
Аритмия,55.7069695,37.5513822,Moscow,838,79000,4204.978692024439,85,0,10,,5620,107276,22,2300,11,3.8
Вёсла клуб,55.809944,37.3614496,Moscow,673,71000,14386.112399977541,85,1,8,,6288,71201,46,1800,11,4.7
Пикник,55.744096,37.4805879,Moscow,1469,79000,5283.414475243774,85,1,14,,11935,68314,21,2300,10,4.1
Frank by Баста,55.7485035,37.5879353,Moscow,259,79000,1520.2935814421878,85,13,86,,5171,74914,13,2400,3,4.5
Cofix,55.6309831,37.5167736,Moscow,1468,79000,12925.362025552447,85,3,9,,10374,118367,22,1950,11,3.8
Cofix,55.8993386,37.5882658,Moscow,1498,54000,13408.491488515756,85,1,9,,9178,103162,26,1700,9,4.4
Cofix,55.7426645,37.6534084,Moscow,564,68000,1619.7272201425108,85,23,96,,9453,102305,44,1900,13,4.5
Cofix,55.742157,37.6532337,Moscow,337,62000,1603.714626238514,85,25,101,,5094,128640,12,3500,8,4.8
Cofix,55.7444557,37.5673054,Moscow,1017,79000,152.9341500163701,85,16,41,,14456,99355,40,1700,13,3.7
Мос Кофе,55.729743,37.8258802,Moscow,1078,68000,10936.2691593976,85,0,1,,6855,96398,15,2000,1,4.7
БяньБянь,55.712045,37.6208796,Moscow,1303,62000,2337.0121676071685,85,14,71,,7265,94698,46,1900,3,4.2
Дринкит,55.7933971,37.6117238,Moscow,327,54000,1712.4390544183693,85,9,35,,9656,78883,45,1800,0,3.7
Saletta coffee,55.740063,37.6652672,Moscow,1449,68000,1937.4466240941429,85,13,95,,14018,69405,19,3500,2,3.8
Чайхана,55.7172343,37.4524046,Moscow,665,79000,7652.322647329175,85,0,2,,5187,96444,15,1700,7,4.3
Fibonacci,55.7765549,37.6759654,Moscow,1460,94000,1312.6039173937172,85,21,93,,5070,96959,39,3500,14,3.5
Tea Palace,55.7538931,37.636048,Moscow,1205,85000,226.99171473207068,85,22,154,,8000,120624,33,2100,0,3.5
Moloko Coffee,55.6982333,37.6198697,Moscow,642,62000,3798.2052734531926,85,4,35,,12327,62330,36,1900,4,4.5
Чихо,55.7822744,37.5999449,Moscow,1171,54000,386.1101185287701,85,41,177,,13722,63002,36,1700,7,4.5
A-House x Gt.Coffee,55.7483683,37.59752,Moscow,1443,89000,1502.837864421581,85,8,110,,5142,114228,13,2400,3,4.4
Lintu,55.7281644,37.6434168,Moscow,435,62000,510.72907689485385,85,13,93,,14458,73162,40,1900,14,3.6
Даблби,55.7393847,37.61485,Moscow,580,62000,1670.9810094542001,85,8,116,,13221,127249,25,1700,6,4.8
Ля Ше'вре,55.7763897,37.6278667,Moscow,1426,54000,1643.4498981507186,85,7,100,,8740,126341,40,2000,1,4.3
Surf Coffee,55.7711501,37.6322625,Moscow,875,94000,1520.8976106679074,85,16,141,,10080,82803,31,1950,13,4.5
Selezen Project,55.7613595,37.5471067,Moscow,793,79000,2231.535661819726,85,3,42,,10077,125335,22,2400,5,4.6
КидБург,55.7603334,37.6252269,Moscow,1377,89000,686.0488178323957,85,26,184,,13201,86500,16,2300,4,4.1
Хондэ,55.7760998,37.6784333,Moscow,344,94000,1465.543191821399,85,11,91,,13492,100374,34,2400,9,4.6
Bread Head,55.7819138,37.4701087,Moscow,945,71000,7142.982059580647,85,2,16,,9226,126823,42,3500,8,4.3
PeGasRest,55.7796594,37.7003869,Moscow,647,94000,2867.3523086479763,85,10,46,,9368,71835,31,2100,6,4.4
Цех85,55.8120846,37.4855037,Moscow,998,71000,7288.879327273217,85,6,24,,6042,95218,44,2100,14,4.3
Кулинарная лавка братьев Караваевых,55.7725254,37.6620314,Moscow,247,94000,585.371791854452,85,9,114,,14101,70179,22,2100,10,4.4
Unknown,55.7175955,37.7934284,Moscow,576,68000,9543.315853589247,85,7,13,,6778,69954,22,2300,10,4.3
One Price Coffee,55.7175898,37.7930834,Moscow,725,68000,9524.426582866476,85,7,13,,7725,64540,28,2100,1,4.6
Stars Coffee,55.7733603,37.6203581,Moscow,1367,77000,1292.5897030159751,85,24,125,,10229,120324,25,1900,3,3.9
Мидийное место,55.7706569,37.6322273,Moscow,577,94000,1543.2366102797453,85,15,150,,5816,112349,20,2000,11,4.3
Академия вкуса,55.7742166,37.6915933,Moscow,788,94000,2297.1485823656617,85,2,68,,13647,106795,26,2400,12,4.8
Дринкит,55.7688757,37.6801001,Moscow,296,94000,1758.4379819986254,85,20,87,,11341,82135,24,3500,5,3.6
Coffee Point,55.7524592,37.5480616,Moscow,1383,79000,1417.221484625943,85,1,78,,14843,70543,14,1900,13,3.5
Coffee Point,55.7078623,37.6252234,Moscow,1497,62000,2676.4308235415883,85,26,68,,8419,124532,23,1950,6,4.5
Coffee Point,55.7157076,37.6465845,Moscow,1158,62000,1803.2604638033931,85,1,43,,6692,86758,31,2400,13,3.9
Coffee Point,55.7707919,37.4226737,Moscow,1331,79000,9390.338344970529,85,2,3,,8711,75998,31,2000,14,3.7
Coffee Point,55.725225,37.7603262,Moscow,785,68000,7315.014666918335,85,2,21,,12513,102016,43,1700,1,4.4
Coffee Point,55.7917942,37.7060383,Moscow,819,94000,3642.5906312094194,85,3,42,,11450,67681,42,1950,9,3.5
Coffee Point,55.6564964,37.5275159,Moscow,1092,79000,10009.437293659765,85,2,19,,12109,85248,25,2400,11,3.7
Coffee Point,55.617649,37.4720639,Moscow,420,79000,15209.77336063257,85,0,1,,5402,73679,40,1700,0,4.6
Coffee Point,55.7789594,37.5873077,Moscow,696,71000,300.42793031096136,85,15,214,,13464,81877,24,2000,5,4.1
Coffee Point,55.6951239,37.6628333,Moscow,1018,62000,4304.9537392221,85,6,20,,10554,103819,28,3500,1,4.4
Coffee Point,55.7280088,37.4493269,Moscow,1098,79000,7456.653860204628,85,3,4,,6761,86315,28,1900,2,4.6
Coffee Point,55.7333417,37.7135646,Moscow,600,68000,4360.623607978159,85,1,5,,13660,127800,21,2300,1,3.8
Coffee Point,55.6918615,37.660591,Moscow,551,62000,4596.068475912832,85,5,21,,14253,104414,34,2100,7,4.0
Coffee Point,55.6742056,37.4401134,Moscow,1493,79000,11019.998876482108,85,2,7,,10128,105038,17,2300,7,4.1
Coffee Point,55.7685438,37.6241612,Moscow,1010,77000,1202.4583021820997,85,14,173,,8173,77799,28,2000,13,4.2
Coffee Point,55.6553282,37.5526963,Moscow,929,79000,9889.95061755669,85,3,11,,6130,67030,22,2300,12,3.8
Coffee Point,55.7747386,37.6501089,Moscow,674,94000,336.5153702026426,85,5,83,,12697,120397,48,2300,1,4.2
Coffee Point,55.6915259,37.6630908,Moscow,533,62000,4683.7404315525355,85,4,23,,11828,117931,32,3500,9,4.1
Coffee Point,55.6641548,37.5985244,Moscow,628,62000,7814.1224053432525,85,2,8,,5897,68633,44,2000,0,4.4
Coffee Point,55.7450501,37.5520796,Moscow,228,79000,817.0721018163367,85,3,62,,10620,80372,14,2400,14,3.7
Coffee Point,55.7352385,37.6424432,Moscow,1182,62000,581.6014562194089,85,16,119,,8019,120140,22,2000,1,4.6
Coffee Point,55.7806609,37.5704097,Moscow,1365,71000,942.3280366541336,85,4,55,,5723,124153,17,1900,11,4.1
Coffee Point,55.7896196,37.6592124,Moscow,1045,94000,1537.1650064665912,85,3,17,,9669,107607,33,1950,4,3.5
Coffee Point,55.7730489,37.5998765,Moscow,349,54000,674.9265392569785,85,18,231,,5279,126036,47,1950,4,4.8
Coffee Point,55.6960551,37.6256579,Moscow,832,62000,3950.112560497716,85,5,32,,14041,124149,33,2300,11,4.3
Coffee Point,55.77477,37.668895,Moscow,909,94000,879.6949219076247,85,12,116,,11004,125730,12,1800,14,4.0
Coffee Point,55.6925086,37.6630962,Moscow,700,62000,4581.6100221554125,85,8,22,,10764,83232,16,3500,2,4.3
Coffee Point,55.7001212,37.6448678,Moscow,1277,62000,3468.7513948594938,85,1,27,,8594,89197,12,1900,0,3.7
Чайхана Танья,55.6173811,37.7153978,Moscow,1115,62000,13556.494735079912,85,1,12,,12866,114631,14,1800,14,3.9
Весна,55.5074246,37.7681517,Moscow,989,62000,26188.896621806733,85,1,3,,13765,60353,18,2000,11,4.1
Человек и кофе,55.6994319,37.6315721,Moscow,362,62000,3526.6390582760705,85,6,37,,7839,120388,42,2400,12,4.8
Unknown,55.8047077,37.7542945,Moscow,343,94000,6980.199086166172,85,0,6,,14046,87933,16,1950,4,4.4
Пан круассан,55.7612614,37.6628092,Moscow,577,68000,561.3087388092808,85,14,105,,13804,86925,25,2000,7,3.7
Исфара,55.7754642,37.6591024,Moscow,926,94000,263.38984941096686,85,10,96,,7566,94457,47,2100,8,4.8
Cosmic Coffee,55.8206348,37.6356924,Moscow,829,54000,5086.004534553426,85,1,13,,10549,113742,27,2100,10,3.8
Лаванда,55.6737737,37.6689465,Moscow,1296,62000,6670.682059536171,85,2,17,,13568,79173,43,2000,3,4.6
Лось и Кофе,55.8159779,37.6912104,Moscow,538,94000,4988.394589759092,85,2,5,,9556,82647,46,2300,8,3.7
Поминальная трапезная,55.6083189,37.4540987,Moscow,1335,79000,16612.32609936071,85,0,0,,10299,89613,22,1950,14,3.5
Boring Coffee,55.7003666,37.5800277,Moscow,503,62000,4933.262817883802,85,5,15,,10844,80219,44,1800,3,4.1
Синкопа,55.7018547,37.5805796,Moscow,521,79000,4786.829455664776,85,5,24,,9234,116297,36,2000,4,4.7
Pir&Rog,55.754872,37.6490562,Moscow,982,68000,607.5960901466558,85,13,164,,12207,104835,18,2000,11,4.6
Masa Madre,55.7541339,37.638672,Moscow,781,85000,367.7522840934235,85,23,153,,7156,86134,24,2400,14,4.4
Umma,55.7253413,37.4972606,Moscow,416,79000,4721.182355108361,85,1,4,,6795,85908,40,1800,8,4.4
Кафе мама Дали,55.8937903,37.6172867,Moscow,1172,54000,12799.740762545534,85,3,10,,11688,75637,24,1900,12,4.2
coffee n1,55.8929525,37.5856246,Moscow,648,54000,12712.131316989617,85,2,12,,11107,82564,27,3500,4,4.2
Лакрица,55.8913327,37.5856112,Moscow,536,54000,12532.67981526285,85,2,11,,12072,98740,18,2400,2,4.6
52 оттенка вкуса,55.802363,37.4853568,Moscow,957,71000,6781.191671958206,85,0,20,,9172,109999,48,2400,12,4.5
Unknown,55.7699643,37.6473524,Moscow,1255,94000,824.1426168671613,85,20,124,,10792,100425,14,1900,8,4.1
Кофе Манки,55.8151254,37.4245953,Moscow,611,71000,10828.294605656105,85,6,13,,14082,65137,40,1950,9,4.0
Лаборатория Хлеба,55.6522991,37.6281805,Moscow,501,62000,8768.5806909276,85,2,9,,10223,119858,21,1900,9,4.5
Амириён,55.6997445,37.8668169,Moscow,1492,68000,14542.82893006402,85,0,3,,6623,94060,25,1900,1,4.0
Шалаш,55.7570684,37.8878213,Moscow,1024,68000,14379.86086341182,85,1,14,,14458,114216,12,1800,1,4.4
Кулинарная лавка братьев Караваевых,55.6926671,37.5339933,Moscow,418,79000,6029.2763478630095,85,11,28,,7397,105563,43,1950,2,4.2
Coffee & Park,55.8210116,37.3794835,Moscow,793,71000,13687.552612772502,85,2,29,,12526,88179,26,1700,1,4.3
Tutto,55.811039,37.365831,Moscow,394,71000,14153.314776843665,85,2,13,,5062,125578,13,2100,8,4.6
Кофемол,55.7699513,37.6607438,Moscow,1054,94000,762.5120170524368,85,9,114,,12524,78786,33,2000,8,4.3
Surf Coffee,55.692009,37.531073,Moscow,792,79000,6159.289338570515,85,12,25,,8484,124744,28,2100,12,3.9
Gagawa,55.8406226,37.4922566,Moscow,776,71000,9105.656239126014,85,11,23,,10472,116106,26,2400,2,4.4
Gagawa,55.7018527,37.7650142,Moscow,1014,62000,8648.415726391138,85,10,17,,13634,112383,42,1800,4,4.0
Gagawa,55.8213705,37.386569,Moscow,354,71000,13289.622108604175,85,7,24,,10516,88856,43,2400,9,3.9
Gagawa,55.6547428,37.844156,Moscow,411,62000,15506.738017224487,85,5,9,,8716,102101,37,2400,13,4.6
На мангале,55.8112897,37.8128052,Moscow,227,94000,10616.384261368,85,4,21,,9920,94487,23,1700,6,3.7
Факел,55.7518417,37.7166802,Moscow,827,68000,3716.381361743462,85,13,43,,8436,107697,36,2100,9,4.3
Чёрный,55.8043627,37.5196802,Moscow,1272,71000,5042.403238919796,85,16,70,,6641,96100,10,2400,10,4.3
Кофе с собой,55.8055053,37.5157335,Moscow,792,71000,5315.98124066898,85,18,60,,14351,105917,19,3500,3,4.3
Шоколадница,55.805259,37.5162921,Moscow,1139,71000,5271.628065935148,85,19,61,,6474,89550,45,1900,0,4.3
SeDelice,55.8053949,37.5157487,Moscow,985,71000,5307.911892943893,85,18,62,,6500,88178,37,2000,6,3.5
Nur Coffee,55.6905425,37.7863543,Moscow,1489,62000,10381.494443790141,85,0,4,,10175,102945,49,2400,6,3.7
Saf,55.75321,37.715839,Moscow,885,68000,3643.6055445985926,85,10,44,,6350,72188,45,1700,1,4.1
Хлеб с маслом,55.6564539,37.5697945,Moscow,235,62000,9297.83226303035,85,4,12,,14263,92301,18,2000,1,4.3
Jeffrey's,55.6563562,37.5695568,Moscow,1443,62000,9314.271807187943,85,4,12,,9476,82437,33,1950,4,3.5
Traveler's coffee,55.7142615,37.4352805,Moscow,374,79000,8769.655876274042,85,1,6,,6851,111980,34,2300,5,4.5
Бадьян и корица,55.7694407,37.6477165,Moscow,480,94000,859.9344525402616,85,19,135,,9322,123190,16,1900,1,3.9
Табера,55.7693939,37.6479256,Moscow,1056,94000,857.5321698634027,85,20,135,,8620,114449,34,3500,13,4.3
Столичный повар,55.7717523,37.603112,Moscow,982,77000,772.2479961984333,85,15,155,,8911,95614,31,1900,13,3.8
Vintage,55.6408868,37.5309768,Moscow,1440,79000,11662.26247238394,85,4,17,,8874,95312,21,1700,12,4.3
Coffee Way,55.7066001,37.5919894,Moscow,588,62000,3912.5786744822776,85,9,26,,11934,89264,23,2300,10,3.6
Stars Coffee,55.7073698,37.5901215,Moscow,419,62000,3940.0877535592967,85,12,26,,8126,68902,22,1900,8,3.6
Хлеб с маслом,55.7065799,37.5913112,Moscow,301,62000,3944.839781878602,85,9,30,,11895,115320,23,1950,11,3.6
Здрасте,55.7525694,37.7064166,Moscow,1328,68000,3069.385973069662,85,8,49,,8297,95734,30,2400,5,3.8
Doner Тик Топ,55.8678369,37.3966403,Moscow,392,71000,15459.341944191423,85,4,15,,8605,70090,10,1800,9,4.3
Unknown,55.7942686,37.7195352,Moscow,319,94000,4517.527442806309,85,3,33,,11986,80948,12,2100,3,4.1
Unknown,55.7944315,37.719377,Moscow,1271,94000,4516.877149965421,85,3,33,,6226,111760,37,1700,2,3.6
Unknown,55.7945204,37.718174,Moscow,866,94000,4454.536986522198,85,3,32,,14208,102169,42,2300,12,3.7
Unknown,55.794289,37.7184784,Moscow,1190,94000,4459.640510641331,85,3,33,,6970,127309,17,1700,2,4.5
Icup Coffee,55.750411,37.718385,Moscow,1142,68000,3848.9734695552393,85,10,37,,7104,104496,21,2100,2,4.4
Цех85,55.7555763,37.7059868,Moscow,266,68000,3006.750750593108,85,4,45,,10202,73459,31,1700,6,3.9
Coffee.Fm,55.7542183,37.7154168,Moscow,539,68000,3605.9774374236636,85,9,44,,7896,117286,40,1900,11,4.4
Здрасте,55.7016942,37.3592925,Moscow,1289,79000,13714.37885149633,85,4,8,,8155,91338,24,2300,13,4.3
Парфе,55.7651502,37.5691599,Moscow,473,71000,1611.749893668932,85,9,75,,12038,111644,32,1950,5,4.7
Parfe Studio,55.6552033,37.5738028,Moscow,246,62000,9312.461176835039,85,3,10,,13701,119025,42,3500,10,4.5
Здрасте Кофейня,55.8872235,37.5256682,Moscow,1178,71000,12786.185652063961,85,3,5,,8478,89159,14,2000,6,4.3
Чайхана,55.8864449,37.5280711,Moscow,1202,71000,12661.016047658688,85,2,6,,6877,83149,24,1950,1,4.6
Vaffel,55.8681026,37.5507425,Moscow,946,71000,10340.96374802045,85,1,15,,11790,110379,12,1800,11,3.7
Kalina,55.7635183,37.609399,Moscow,1123,72000,219.2803170187947,85,15,149,,9166,62171,37,2300,5,3.9
Самаркандиский плов,55.4878789,37.7505498,Moscow,1072,62000,27958.68292566698,85,0,0,,6128,75440,44,2300,4,3.7
Тайна кофе,55.7651751,37.56964,Moscow,844,71000,1592.3580114998886,85,9,74,,13148,62847,28,2300,11,4.7
Алёнка,55.7757818,37.6022288,Moscow,642,54000,358.1334603026382,85,10,222,,7654,86620,29,1800,7,4.1
Phobo San,55.8691953,37.6767557,Moscow,1430,94000,10451.570022201571,85,0,9,,7326,105662,49,2400,11,4.2
Date,55.7163675,37.6138105,Moscow,639,62000,2180.874688698418,85,4,79,,5243,118621,38,2000,14,4.1
Coffee Break,55.653719,37.5753552,Moscow,1260,62000,9421.815425989487,85,3,11,,7917,116493,12,1800,14,3.6
Buna,55.7189473,37.6574288,Moscow,1073,62000,1852.7493659978095,85,0,25,,12825,128545,32,3500,4,4.5
Injir,55.7120212,37.6208338,Moscow,278,62000,2340.638592597747,85,14,71,,10003,68562,25,1900,3,4.5
Универ,55.7299272,37.6451805,Moscow,715,62000,525.9083445521283,85,17,94,,9662,111503,43,1800,14,4.1
Бедия,55.6527729,37.5646777,Moscow,1140,62000,9808.613793095443,85,1,15,,10935,104594,49,1800,14,3.9
Кофе Хауз,55.8119136,37.4856106,Moscow,424,71000,7273.079862720999,85,6,25,,13712,127467,37,2000,4,3.6
Surf Coffee,55.7574417,37.6584817,Moscow,488,68000,57.62521837361894,85,14,127,,11306,107856,17,2400,0,3.8
Surf Coffee,55.8159193,37.6038837,Moscow,591,54000,4106.926938083158,85,5,10,,13404,101912,42,2000,9,4.4
Surf Coffee,55.7706996,37.6254841,Moscow,1239,77000,1373.709839655668,85,12,135,,11082,61065,30,1900,7,4.6
Surf Coffee,55.7873321,37.679791,Moscow,1111,94000,1997.714223677489,85,4,18,,14098,111698,28,1900,3,4.0
Surf Coffee,55.7794475,37.5990547,Moscow,576,54000,190.7852027562218,85,37,202,,8840,70847,37,1900,11,3.5
Surf Coffee,55.8051354,37.5118346,Moscow,1328,71000,5490.0460468461415,85,16,55,,13158,122103,35,2000,10,3.7
Surf Coffee,55.7186477,37.635963,Moscow,583,62000,1375.0473497693729,85,1,37,,10237,129235,25,2000,4,3.7
Surf Coffee,55.7631991,37.5552103,Moscow,711,79000,2220.995941439412,85,13,71,,8981,100651,28,1950,2,4.1
Surf Coffee,55.7995274,37.3733726,Moscow,288,71000,13404.478811956427,85,1,1,,14640,85628,43,2400,2,4.7
Surf Coffee,55.6867346,37.8514286,Moscow,508,62000,14306.66401003063,85,2,9,,9464,128938,23,1800,0,3.8
Amore,55.7830426,37.5979829,Moscow,248,54000,514.94059029699,85,35,173,,6225,90657,24,1700,7,4.7
Долина,55.7482879,37.7037967,Moscow,1202,68000,3025.1172866327042,85,2,47,,11170,81985,27,2100,3,4.3
Avtor coffee,55.7421094,37.7076532,Moscow,1184,68000,3520.991212442454,85,1,16,,5382,122930,15,2000,13,4.4
Unknown,55.7402544,37.7056974,Moscow,740,68000,3518.1974936852957,85,1,12,,7993,101997,27,2100,4,4.3
J'pan,55.7446841,37.62726,Moscow,787,85000,1202.0064036430892,85,26,90,,6784,108730,22,3500,14,3.7
Unknown,55.7526998,37.8571669,Moscow,800,68000,12471.68998900643,85,15,53,,8019,72031,35,2300,4,4.5
Полевая кухня,55.728222,37.5063103,Moscow,204,79000,4071.555745926759,85,0,6,,14867,103826,15,2100,3,4.4
Партизанская Поляна,55.725284,37.4995843,Moscow,1082,79000,4593.836615844318,85,1,4,,11355,122282,25,3500,5,4.4
Norme,55.8047188,37.6816651,Moscow,1269,94000,3602.305666876578,85,1,4,,11360,119899,17,2400,9,4.0
Навруз,55.7971387,37.5930195,Moscow,400,54000,2093.621336256534,85,13,78,,10324,90480,14,2100,2,3.8
Бешбармак,55.7970301,37.5928773,Moscow,1237,54000,2084.4057241754967,85,13,78,,7576,75197,26,1800,6,3.6
Meat Crew,55.8069521,37.5832374,Moscow,1183,54000,3322.070450937951,85,25,71,,5680,97218,21,1700,2,3.7
Хинкал есть,55.7475114,37.6522117,Moscow,558,68000,1115.528463930211,85,10,92,,5833,127076,30,2000,0,4.7
Stars Coffee,55.7901836,37.5841936,Moscow,818,71000,1465.9994143794959,85,8,70,,14374,88100,16,1950,0,4.5
Кошка,55.6810391,37.5328001,Moscow,450,79000,7285.70533408761,85,1,16,,9241,108617,34,2400,4,3.9
Unknown,55.7566485,37.6761317,Moscow,783,68000,1135.1754318117726,85,6,48,,7066,90963,23,2400,13,3.7
Кофепорт,55.7678389,37.6013393,Moscow,1448,77000,429.70806615450107,85,8,146,,13567,86230,22,1900,5,3.6
У Асо,55.801893,37.496928,Moscow,1012,71000,6106.871214503855,85,2,37,,8978,66962,10,1800,1,4.6
Frank by Баста,55.7033345,37.5058088,Moscow,205,79000,5846.932810551197,85,5,25,,6080,117304,12,1950,4,4.6
Милано,55.6243312,37.420791,Moscow,1183,79000,16086.812230032685,85,5,5,,14578,111353,25,1950,9,4.6
Pho'Ngon,55.7621722,37.5547162,Moscow,374,79000,2120.653339579108,85,14,75,,11436,67212,31,1950,1,4.2
Dостоевский,55.7523012,37.6110659,Moscow,465,89000,606.886541142517,85,5,110,,10981,88062,33,1700,14,4.4
Bổ,55.6578801,37.7517377,Moscow,1192,62000,10854.083038577599,85,4,18,,13327,121295,46,2000,3,4.8
JôJô,55.6579869,37.7515246,Moscow,1385,62000,10836.333557266133,85,4,17,,8419,68791,29,2100,13,3.7
Фо Ши Мин,55.8238695,37.6351614,Moscow,274,54000,5402.60458552589,85,2,15,,14705,111445,48,1900,3,3.5
Кофе М,55.8095683,37.493821,Moscow,640,71000,6700.234631842134,85,4,33,,14818,121172,22,1700,0,4.5
Кофелина,55.8162247,37.4253473,Moscow,469,71000,10833.560345844664,85,6,14,,12035,63519,29,1700,9,4.3
Марфа,55.6558191,37.6578099,Moscow,961,62000,8460.85596412109,85,2,9,,7678,117469,46,1700,12,4.2
Трапезная,55.6555739,37.6573995,Moscow,244,62000,8483.882724572468,85,2,10,,11507,126413,15,2100,14,4.5
Met Tea,55.827368,37.442033,Moscow,400,71000,10492.361446719819,85,4,14,,11650,103039,46,1950,13,4.7
Pims,55.7539826,37.6364558,Moscow,1205,85000,244.0476174523016,85,23,156,,10447,68752,29,3500,1,4.8
Met Tea,55.7539487,37.6363003,Moscow,200,85000,237.3033209826348,85,23,157,,10719,103172,28,2100,13,4.1
Дербент,55.7779156,37.6281845,Moscow,591,54000,1641.8916514862938,85,11,96,,10040,123430,49,1800,11,4.5
Кулинарная лавка братьев Караваевых,55.8453556,37.3595667,Moscow,1069,71000,15950.64146944142,85,8,20,,12776,60700,18,1950,1,3.7
Столовая,55.7684563,37.8748972,Moscow,1390,68000,13628.885453544748,85,0,8,,7350,99175,44,1800,7,4.3
МОСкофе,55.8772146,37.6549777,Moscow,1388,94000,11254.55010854312,85,1,5,,14172,121955,26,2100,1,3.6
Tapioka Sweet,55.7540762,37.7097662,Moscow,237,68000,3255.3981906982167,85,8,49,,10840,116653,15,2300,13,4.3
Восток,55.7596073,37.7158436,Moscow,622,68000,3630.736401281406,85,2,29,,8471,118766,11,2300,4,4.5
Риверс,55.6849902,37.6660825,Moscow,1162,62000,5430.802462787344,85,1,24,,14347,111672,34,1800,7,4.3
Бадьян и Корица,55.6852765,37.6715091,Moscow,1004,62000,5524.785633394782,85,0,16,,9269,86421,24,1900,4,4.8
Прованс,55.8659745,37.3868394,Moscow,870,71000,15797.551022877136,85,1,9,,14828,120673,36,1950,3,3.8
Wawe,55.7996871,37.5321293,Moscow,918,71000,4108.59727764522,85,15,52,,5094,81665,32,2400,12,4.2
It’s СоТ,55.7827191,37.5802971,Moscow,878,71000,676.7794680797349,85,7,131,,13560,107281,44,2100,0,4.4
Cafe Brasserie,55.6791806,37.5596752,Moscow,1233,79000,7215.302687511614,85,0,30,,11453,85730,15,2300,0,4.0
Самарканд,55.8460378,37.3630536,Moscow,1171,71000,15796.058947369016,85,5,21,,8104,71914,38,2300,3,4.2
Unknown,55.7908884,37.7975468,Moscow,515,94000,9065.52175264506,85,0,23,,11475,109975,19,1950,4,4.2
Surf Coffee,55.807137,37.583589,Moscow,681,54000,3333.6615226570443,85,26,71,,9078,67718,32,1800,5,4.2
Surf Coffee,55.8411076,37.4934545,Moscow,348,71000,9100.874438453038,85,12,22,,8289,100495,19,2100,5,4.7
Surf Coffee,55.7431909,37.5629565,Moscow,1030,79000,156.37772470712744,85,14,38,,10170,117642,47,2300,7,3.6
Surf Coffee,55.7417629,37.6554406,Moscow,703,62000,1662.8295710191053,85,24,95,,10026,128171,27,1700,6,4.6
Surf Coffee,55.7014293,37.7648683,Moscow,603,62000,8657.754794258944,85,10,16,,7839,107113,27,1700,1,4.3
Tsomi,55.8232643,37.4970512,Moscow,900,71000,7483.085456965699,85,14,24,,10995,73271,25,2100,13,4.4
Tsomi,55.6939417,37.6734061,Moscow,1484,62000,4709.661571731406,85,5,17,,14117,114784,34,1700,7,4.3
Tsomi,55.7728528,37.6630639,Moscow,1110,94000,613.8541843111788,85,7,115,,12354,96076,26,2100,9,3.5
Tsomi,55.670229,37.513691,Moscow,550,79000,8810.310345728676,85,1,16,,5703,122438,41,2000,11,4.7
GemoPuri,55.7388324,37.6105678,Moscow,675,62000,1869.987070874152,85,12,93,,11723,123890,36,3500,0,3.6
Шашлык & точка,55.7900675,37.6567608,Moscow,817,94000,1568.1045420833136,85,2,15,,12111,112590,44,2300,11,4.0
Лу,55.712598,37.560043,Moscow,322,79000,3505.511338179062,85,3,11,,6615,118391,36,2300,5,4.8
Shuttle Coffee,55.7718393,37.6819414,Moscow,568,94000,1747.3482267517722,85,25,87,,10131,108358,20,2100,1,4.1
Flight Coffee,55.7669127,37.6251523,Moscow,764,77000,1216.8120147268191,85,11,189,,7327,109513,48,1950,7,4.4
Мама варит кофе,55.7588006,37.6423701,Moscow,746,85000,722.7236593996709,85,25,195,,12743,75517,48,1800,13,4.5
Рахат,55.7927381,37.6123756,Moscow,498,54000,1659.644333579628,85,10,36,,8691,78617,31,3500,2,4.6
Шурик,55.7445118,37.6800317,Moscow,1148,68000,1956.8348403255704,85,11,34,,6733,91407,11,2000,6,3.8
Здрасте,55.6901214,37.6547572,Moscow,466,62000,4679.627274292033,85,3,16,,9010,120846,40,2100,1,4.5
Синичка,55.7833458,37.6184877,Moscow,1327,54000,1138.6213646484728,85,1,46,,8211,75939,23,2000,13,4.3
Ноокен,55.8873181,37.4387482,Moscow,686,71000,15256.308011095089,85,0,15,,6994,121269,43,2100,7,3.7
Московское время,55.7461778,37.6006262,Moscow,1387,89000,1540.6770765699334,85,10,104,,10051,74394,20,1800,9,4.3
Rioba,55.8759612,37.4478195,Moscow,692,71000,13908.011565860512,85,1,4,,9589,91315,19,2100,8,4.1
Unknown,55.7391495,37.6296625,Moscow,1457,62000,1015.9641416733195,85,18,137,,7654,101537,19,2300,2,4.3
Мидийное место,55.811158,37.7997483,Moscow,416,94000,9856.797530980148,85,8,24,,12730,93552,43,1700,9,4.1
